,distance_to,source,station_name,review_count,business_id,rating,name,price,poi_longitude,category,poi_latitude,address,station_longitude,station_latitude,num_bikes
528,240.0,Foursquare,4th & Bainbridge,,,,Tattooed Mom,,-75.15188034038363,Bar,39.94186888396725,"530 South St (btw 5th and 6th), Philadelphia, PA 19147",-75.14958,39.94061,4
529,159.0,Foursquare,Fitzwater & Juniper,,,,Quetzally Mexican Food,,-75.16314433413895,Mexican Restaurant,39.941602357178446,"1225 Fitzwater St (at S 12th St), Philadelphia, PA 19147",-75.16502,39.94167,3
504,380.0,Foursquare,Dornsife Center,,,,Green Line Powelton Village,,-75.1949809788369,Coffee Shop,39.95933659577614,"3649 Lancaster Ave (at 37th St & Powelton Ave), Philadelphia, PA 19104",-75.19419,39.96271,5
502,221.0,Foursquare,17th & JFK,,,,JG SkyHigh,,-75.170112,Restaurant,39.955001,"1 N 19th St Fl 60, Philadelphia, PA 19103",-75.16783,39.95405,1
531,337.0,Foursquare,Fitzwater & Juniper,,,,Bob & Barbara's Cocktail Lounge,,-75.16757995945206,Dive Bar,39.94398386095084,"1509 South St (at 15th St), Philadelphia, PA 19146",-75.16502,39.94167,3
501,168.0,Foursquare,17th & JFK,,,,Capriccio Cafe,,-75.16668257276343,Café,39.95528463080057,"110 N 16th St (at Benjamin Franklin Pkwy), Philadelphia, PA 19102",-75.16783,39.95405,1
476,209.0,Foursquare,20th & Fairmount,,,,OCF Coffee House,,-75.17246540185172,Coffee Shop,39.96729012123354,"2100 Fairmount Ave (at 21st St.), Philadelphia, PA 19130",-75.17001,39.96716,6
477,205.0,Foursquare,24th & Pennsylvania ,,,,The Bishop's Collar,,-75.17697414917197,Bar,39.96743480965734,"2349 Fairmount Ave (at 24th St), Philadelphia, PA 19130",-75.17765,39.96566,6
478,256.0,Foursquare,24th & Pennsylvania ,,,,La Calaca Feliz,,-75.17608745039246,Mexican Restaurant,39.96763782322356,"2321 Fairmount Ave (btwn 23rd St & 24th St), Philadelphia, PA 19130",-75.17765,39.96566,6
479,260.0,Foursquare,24th & Pennsylvania ,,,,A Mano,,-75.17527112771288,Italian Restaurant,39.96713333117579,"2244 Fairmount Ave, Philadelphia, PA 19130",-75.17765,39.96566,6
480,127.0,Foursquare,30th Street Station East,,,,Taco Bell,,-75.181949,Fast Food Restaurant,39.955681,"2951 Market St, Philadelphia, PA 19104",-75.18091,39.95486,17
481,124.0,Foursquare,30th Street Station East,,,,Beck's Cajun Cafe,,-75.18215844362064,Cajun and Creole Restaurant,39.95544178975986,"2955 Market St, Philadelphia, PA 19104",-75.18091,39.95486,17
482,62.0,Foursquare,18th & Walnut,,,,The Love,,-75.17090857028961,New American Restaurant,39.95077944503111,"130 S 18th St (Sansom), Philadelphia, PA 19103",-75.17126,39.95029,11
483,59.0,Foursquare,18th & Walnut,,,,A.Bar,,-75.170581,Cocktail Bar,39.95018,"135 S 18th St, Philadelphia, PA 19103",-75.17126,39.95029,11
484,96.0,Foursquare,18th & Walnut,,,,The Dandelion,,-75.17068929970264,English Restaurant,39.95103852216855,"124 S 18th St (at Sansom St), Philadelphia, PA 19103",-75.17126,39.95029,11
485,87.0,Foursquare,18th & Walnut,,,,HipCityVeg,,-75.170486,Vegan and Vegetarian Restaurant,39.950802,"127 S 18th St (at Sansom St), Philadelphia, PA 19103",-75.17126,39.95029,11
486,72.0,Foursquare,18th & Walnut,,,,Bar Bombón,,-75.17056418542035,Latin American Restaurant,39.95066488333507,"133 S 18th St (18th & Moravian), Philadelphia, PA 19103",-75.17126,39.95029,11
487,79.0,Foursquare,18th & Walnut,,,,Rouge,,-75.17072,Seafood Restaurant,39.949704,"205 S 18th St (btwn Walnut and Locust), Philadelphia, PA 19103",-75.17126,39.95029,11
488,101.0,Foursquare,18th & Walnut,,,,La Colombe Coffee Roasters,,-75.17227547043973,Coffee Shop,39.950775735558906,"130 S 19th St (btwn Sansom & Walnut St), Philadelphia, PA 19103",-75.17126,39.95029,11
489,331.0,Foursquare,Del. River Trail & Penn St.,,,,Druid's Keep,,-75.14002461342288,Bar,39.9628465125504,"149 Brown St, Philadelphia, PA 19123",-75.13641,39.96175,2
491,428.0,Foursquare,Del. River Trail & Penn St.,,,,Jerry's Bar,,-75.138906973813,Bar,39.96510109416032,"129 W Laurel St (at New Market), Philadelphia, PA 19123",-75.13641,39.96175,2
492,612.0,Foursquare,54th & Cedar,,,,Booker's Restaurant & Bar,,-75.22430911859367,Southern Food Restaurant,39.947997946731576,"5021 Baltimore Ave (51st St.), Philadelphia, PA 19143",-75.23035,39.95098,0
493,736.0,Foursquare,54th & Cedar,,,,Brown Sugar Bakery & Cafe,,-75.22550884791522,Caribbean Restaurant,39.956472693718695,"219 S 52nd St (at Chancellor St.), Philadelphia, PA 19139",-75.23035,39.95098,0
495,166.0,Foursquare,20th & Cuthbert,,,,Starbucks,,-75.1730728,Coffee Shop,39.95335453,"1900 Market St (at 20th St), Philadelphia, PA 19103",-75.17298,39.95485,3
496,189.0,Foursquare,20th & Cuthbert,,,,Vernick Coffee Bar,,-75.17077723145087,Coffee Shop,39.9551000022471,"1800 Arch St, Philadelphia, PA 19103",-75.17298,39.95485,3
497,236.0,Foursquare,20th & Cuthbert,,,,Vernick Fish,,-75.170268,Seafood Restaurant,39.955296,"1 N 19th St, Philadelphia, PA 19103",-75.17298,39.95485,3
499,114.0,Foursquare,17th & JFK,,,,Sweetgreen,,-75.16731901107282,Salad Restaurant,39.95310123375468,"1601 Market St (16th Street), Philadelphia, PA 19103",-75.16783,39.95405,1
500,111.0,Foursquare,17th & JFK,,,,Passero's,,-75.16791842610488,Coffee Shop,39.95504678175522,"Suburban Station, Philadelphia, PA 19123",-75.16783,39.95405,1
530,314.0,Foursquare,Fitzwater & Juniper,,,,Sawatdee,,-75.16727502499022,Thai Restaurant,39.94390919808878,"534 S 15th St (at 15th St), Philadelphia, PA 19146",-75.16502,39.94167,3
532,340.0,Foursquare,Fitzwater & Juniper,,,,The Quick Fixx,,-75.16764468637469,Italian Restaurant,39.94398018082709,"1511 South St, Philadelphia, PA 19146",-75.16502,39.94167,3
588,89.0,Foursquare,Allegheny & Richmond,,,,Donna's Bar,,-75.1020458930405,Bar,39.9833531974155,"2732 E Allegheny Ave, Philadelphia, PA 19134",-75.10121,39.98287,8
563,244.0,Foursquare,Broad & Ritner,,,,Caffe Chicco,,-75.17122391682463,Café,39.91873892774997,"2532 S Broad St (between Porter & Shunk Streets), Philadelphia, PA 19145",-75.17033,39.92083,3
564,339.0,Foursquare,Broad & Ritner,,,,SouthHouse,,-75.1687293334536,Bar,39.91803133431034,"2535 S 13th St (Shunk), Philadelphia, PA 19148",-75.17033,39.92083,3
565,316.0,Foursquare,Broad & Ritner,,,,Johnny Chang's,,-75.1708331907566,Sushi Restaurant,39.91800539292307,"2601 S Broad St (at W Shunk St), Philadelphia, PA 19148",-75.17033,39.92083,3
566,107.0,Foursquare,Broad & Chestnut,,,,La Colombe Coffee Roasters,,-75.16523808706552,Coffee Shop,39.951659480836746,"1414 S Penn Sq (at S 15th St), Philadelphia, PA 19102",-75.16438,39.95095,5
567,189.0,Foursquare,Broad & Chestnut,,,,Time,,-75.1625878724553,Whisky Bar,39.94993822300982,"1315 Sansom St (at 13th St), Philadelphia, PA 19107",-75.16438,39.95095,5
568,208.0,Foursquare,Broad & Chestnut,,,,Oyster House,,-75.166666,Seafood Restaurant,39.950288,"1516 Sansom St (btw 15th St & 16th St), Philadelphia, PA 19102",-75.16438,39.95095,5
572,575.0,Foursquare,53rd & Baltimore,,,,Satellite Cafe,,-75.22271117503848,Café,39.94783793467308,"701 S 50th St (49th Street), Philadelphia, PA 19143",-75.22946,39.9476,1
573,133.0,Foursquare,56th & Chestnut,,,,Wendy's,,-75.23412801464679,Fast Food Restaurant,39.96072451003063,"5601 Chestnut St, Philadelphia, PA 19139",-75.23354,39.95961,0
574,433.0,Foursquare,56th & Chestnut,,,,Hyons 56th & Spruce St,,-75.23380015912399,Seafood Restaurant,39.95570992194799,"Philadelphia, PA 19139",-75.23354,39.95961,0
576,759.0,Foursquare,56th & Chestnut,,,,Top Taste,,-75.22486763865805,Caribbean Restaurant,39.96118545959108,"40 N 52nd St, Philadelphia, PA 19139",-75.23354,39.95961,0
577,54.0,Foursquare,Broad & Snyder,,,,Pho Cyclo Cafe,,-75.17017298998394,Vietnamese Restaurant,39.923802966737696,"2124 S Broad St, Philadelphia, PA 19145",-75.16959,39.924,12
580,70.0,Foursquare,Broad & Snyder,,,,Hibachi 2 Go,,-75.17029286697561,Sushi Restaurant,39.924332970375225,"1414 Snyder Ave (at S Broad St), Philadelphia, PA 19145",-75.16959,39.924,12
581,269.0,Foursquare,Broad & Snyder,,,,Le Virtù,,-75.16788506398544,Italian Restaurant,39.926044241224766,"1927 E Passyunk Ave, Philadelphia, PA 19148",-75.16959,39.924,12
706,149.0,Foursquare,12th & Chestnut,,,,Barbuzzo Mediterranean Kitchen & Bar,,-75.16198676035361,Mediterranean Restaurant,39.9499825199725,"110 S 13th St (at Sansom St), Philadelphia, PA 19107",-75.16027,39.95028,6
587,295.0,Foursquare,6th & Master,,,,Reggae Reggae Vibes,,-75.14559342821238,Caribbean Restaurant,39.97054979007049,"517 W Girard Ave, Philadelphia, PA 19123",-75.14612,39.97318,3
533,321.0,Foursquare,Fitzwater & Juniper,,,,Wine Dive,,-75.16758320379034,Wine Bar,39.94378756484492,"1506 South St (at S 15th St), Philadelphia, PA 19146",-75.16502,39.94167,3
559,170.0,Foursquare,Broad & Ritner,,,,Scannicchio's,,-75.17087317296719,Italian Restaurant,39.919354267886376,"2500 S Broad St, Philadelphia, PA 19145",-75.17033,39.92083,3
534,367.0,Foursquare,Fitzwater & Juniper,,,,Jet Wine Bar,,-75.16801364114593,Wine Bar,39.94405195242865,"1525 South St (btwn 15th & 16th Sts), Philadelphia, PA 19146",-75.16502,39.94167,3
536,377.0,Foursquare,25th & Wharton,,,,Twin dragon,,-75.18967876679093,Chinese Restaurant,39.93439816406175,"27th & dickinson, Philadelphia, PA 19146",-75.18621,39.93651,7
537,383.0,Foursquare,25th & Wharton,,,,Krunch Inn,,-75.19057942879118,Bar,39.93570056581552,"1401 S 28th St (28th and Reed), Philadelphia, PA 19146",-75.18621,39.93651,7
538,21.0,Foursquare,20th & Sansom,,,,Wilder,,-75.17405428325212,New American Restaurant,39.95151033971078,"2009 Sansom St, Philadelphia, PA 19103",-75.17394,39.95134,13
539,25.0,Foursquare,20th & Sansom,,,,Village Whiskey,,-75.17364332772435,Whisky Bar,39.95128529751654,"118 S 20th St (at Sansom St), Philadelphia, PA 19103",-75.17394,39.95134,13
541,113.0,Foursquare,20th & Sansom,,,,Vernick Food & Drink,,-75.17492740552193,American Restaurant,39.95065660936624,"2031 Walnut St (at S 20th St), Philadelphia, PA 19103",-75.17394,39.95134,13
542,74.0,Foursquare,20th & Sansom,,,,Almaz Cafe,,-75.17380949105907,Ethiopian Restaurant,39.95067716891859,"140 S 20th St (at Walnut St.), Philadelphia, PA 19103",-75.17394,39.95134,13
543,101.0,Foursquare,20th & Sansom,,,,El Rey,,-75.1740503,Mexican Restaurant,39.9522504,"2013 Chestnut St (at 20th St), Philadelphia, PA 19103",-75.17394,39.95134,13
544,48.0,Foursquare,34th & Arch,,,,Saxbys Coffee,,-75.19077431569846,Coffee Shop,39.957401826691296,"65 N 34th St (at Lancaster Ave), Philadelphia, PA 19104",-75.19079,39.95784,3
546,268.0,Foursquare,"7th & Race, Franklin Square",,,,Terakawa Ramen,,-75.15440488682123,Ramen Restaurant,39.95540396376232,"204 N 9th St (btwn Race & Spring St), Philadelphia, PA 19107",-75.15128,39.95508,4
547,278.0,Foursquare,"7th & Race, Franklin Square",,,,Sang Kee Peking Duck House,,-75.15402667490855,Chinese Restaurant,39.95644347292135,"238 N 9th St, Philadelphia, PA 19107",-75.15128,39.95508,4
548,270.0,Foursquare,"7th & Race, Franklin Square",,,,Rays Cafe & Tea House Inc.,,-75.1544034783728,Asian Restaurant,39.954662224486576,"141 N 9th St, Philadelphia, PA 19107",-75.15128,39.95508,4
550,389.0,Foursquare,"7th & Race, Franklin Square",,,,EMei Restaurant,,-75.15543428390275,Chinese Restaurant,39.953607844040114,"915 Arch St, Philadelphia, PA 19107",-75.15128,39.95508,4
551,157.0,Foursquare,38th & Spruce,,,,Mexi-Philly,,-75.19777421614793,Mexican Restaurant,39.95125407502779,"36th & Spruce St, Philadelphia, PA 19104",-75.19962,39.95121,0
552,90.0,Foursquare,38th & Spruce,,,,Just Salad,,-75.19857889756834,Salad Restaurant,39.951063108462186,"3728 Spruce St (at S 38th St), Philadelphia, PA 19104",-75.19962,39.95121,0
553,163.0,Foursquare,23rd & South,,,,Rival Bros Coffee,,-75.18068102034958,Coffee Shop,39.94653993759493,"2400 Lombard St (at S 24th St), Philadelphia, PA 19146",-75.17971,39.94527,9
554,136.0,Foursquare,23rd & South,,,,Cafe Lutecia,,-75.1795368098496,Café,39.94649527647167,"2301 Lombard St (at 23rd St), Philadelphia, PA 19146",-75.17971,39.94527,9
555,87.0,Foursquare,23rd & South,,,,Starbucks,,-75.17869300145473,Coffee Shop,39.945399929737015,"2201 South St, Philadelphia, PA 19146",-75.17971,39.94527,9
556,62.0,Foursquare,Amtrak 30th Street Station,,,,Gigi's Caribbean Soul Food,,-75.18378310050704,Southern Food Restaurant,39.954351044156,"1-49 S 30th St (at Chestnut St), Philadelphia, PA 19104",-75.18323,39.95472,5
705,41.0,Foursquare,12th & Chestnut,,,,Cogito Coffee,,-75.1599405647204,Coffee Shop,39.950010426219656,"105 S 12th St (btwn Chestnut & Sansom Sts), Philadelphia, PA 19107",-75.16027,39.95028,6
711,69.0,Foursquare,33rd & Market,,,,Landmark Americana,,-75.19060672261838,American Restaurant,39.95593210284497,"3333 Market St (at 34th St), Philadelphia, PA 19104",-75.18982,39.95576,2
707,150.0,Foursquare,12th & Chestnut,,,,El Vez,,-75.1619030850894,Mexican Restaurant,39.94975516439121,"121 S 13th St (at Sansom St), Philadelphia, PA 19107",-75.16027,39.95028,6
852,247.0,Foursquare,Broad & Cherry,,,,Nom Wah Philadelphia,,-75.16062473020692,Dim Sum Restaurant,39.95652088029104,"218 N 13th St (Vine & Race), Philadelphia, PA 19107",-75.16287,39.95511,4
854,40.0,Foursquare,13th & Locust,,,,Bud & Marilyn's,,-75.16225657280376,Comfort Food Restaurant,39.94779214141968,"1234 Locust St (at S 13th St), Philadelphia, PA 19107",-75.16226,39.94816,1
855,34.0,Foursquare,13th & Locust,,,,Cappelli Brothers Cigar Company,,-75.16207575182774,Hookah Bar,39.94843289874222,"211 S. 13 St Philadelphia Pa (13th Walnut Between Locust Street), Philadelphia, PA 19107",-75.16226,39.94816,1
856,70.0,Foursquare,13th & Locust,,,,Vedge,,-75.16149563861157,Vegan and Vegetarian Restaurant,39.94791087997688,"1221 Locust St (btwn 12th St & 13th St), Philadelphia, PA 19107",-75.16226,39.94816,1
857,81.0,Foursquare,13th & Locust,,,,Franky Bradley's,,-75.16304154608379,Cocktail Bar,39.948584512052285,"1320 Chancellor St, Philadelphia, PA 19107",-75.16226,39.94816,1
858,71.0,Foursquare,13th & Locust,,,,U BAR,,-75.16154639972808,Gay Bar,39.9478261595611,"1220 Locust St (at S Camac St), Philadelphia, PA 19107",-75.16226,39.94816,1
859,109.0,Foursquare,13th & Locust,,,,Tavern On Camac,,-75.1616352765001,Gay Bar,39.94729492117529,"243 S Camac St (btwn Locust & Spruce St), Philadelphia, PA 19107",-75.16226,39.94816,1
860,127.0,Foursquare,10th & Federal,,,,Rim Cafe,,-75.15892816678588,Café,39.93428026058216,"1172 S 9th St (at Federal St), Philadelphia, PA 19147",-75.16042,39.93431,8
861,158.0,Foursquare,10th & Federal,,,,Garage,,-75.158886727439,Bar,39.93350741298704,"1231 E Passyunk Ave (at 9th St), Philadelphia, PA 19147",-75.16042,39.93431,8
862,165.0,Foursquare,10th & Federal,,,,South Philly Barbacoa,,-75.15869668927145,Mexican Restaurant,39.93498719736894,"1149 S 9th St, Philadelphia, PA 19147",-75.16042,39.93431,8
865,155.0,Foursquare,10th & Federal,,,,Mole Poblano,,-75.15890209250038,Mexican Restaurant,39.935079299297286,"1144 S 9th St, Philadelphia, PA 19147",-75.16042,39.93431,8
866,56.0,Foursquare,Rodin Museum,,,,Dizengoff,,-75.17428656367117,Jewish Restaurant,39.96300504544611,"2101 Pennsylvania Ave, Philadelphia, PA 19130",-75.1742,39.9625,9
867,56.0,Foursquare,Rodin Museum,,,,Goldie - Whole Foods Market,,-75.1742946711873,Falafel Restaurant,39.96300258045803,"2101 Pennsylvania Ave, Philadelphia, PA 19130",-75.1742,39.9625,9
868,44.0,Foursquare,Rodin Museum,,,,WFM Coffee Bar,,-75.17413924269384,Coffee Shop,39.9628975369245,"2101 Pennsylvania Ave, Philadelphia, PA 19130",-75.1742,39.9625,9
869,241.0,Foursquare,Rodin Museum,,,,Umai Umai,,-75.17412999999999,Sushi Restaurant,39.964673,"533 N 22nd St, Philadelphia, PA 19130",-75.1742,39.9625,9
870,59.0,Foursquare,Frankford & Belgrade,,,,Wm. Mulherin's Sons,,-75.13512193388114,Italian Restaurant,39.97180489879118,"1355 N Front St, Philadelphia, PA 19122",-75.13445,39.97195,17
871,83.0,Foursquare,Frankford & Belgrade,,,,La Colombe Coffee Roasters,,-75.13427000683028,Café,39.97120797191968,"1335 Frankford Ave (btwn Mercer & Master St), Philadelphia, PA 19125",-75.13445,39.97195,17
872,31.0,Foursquare,Frankford & Belgrade,,,,sweetgreen,,-75.134254,Salad Restaurant,39.97171,"100 W Oxford St, Philadelphia, PA 19125",-75.13445,39.97195,17
873,75.0,Foursquare,Frankford & Belgrade,,,,El Bar,,-75.13532477164699,Dive Bar,39.971817775695264,"1356 N Front St (at Master St), Philadelphia, PA 19122",-75.13445,39.97195,17
874,61.0,Foursquare,Frankford & Belgrade,,,,Hiroki,,-75.13508376279403,Japanese Restaurant,39.97169217555133,"1355 N Front St (Master St), Philadelphia, PA 19122",-75.13445,39.97195,17
875,159.0,Foursquare,Frankford & Belgrade,,,,Bottle Bar East,,-75.13462573962506,Bar,39.97051769303767,"1308 Frankford Ave (at Thompson St), Philadelphia, PA 19125",-75.13445,39.97195,17
876,277.0,Foursquare,"39th & Mt. Vernon, Mantua Haverford Community Center",,,,Quality Taste Jamaican Restaurant & Jerk Hut,,-75.20271181699856,Caribbean Restaurant,39.96309900792833,"4002 Lancaster Ave, Philadelphia, PA 19104",-75.19973,39.96411,1
877,437.0,Foursquare,"39th & Mt. Vernon, Mantua Haverford Community Center",,,,Golden Tea House,,-75.20194542692583,Piano Bar,39.9605610414915,"40th and Baring, Philadelphia, PA 19104",-75.19973,39.96411,1
853,31.0,Foursquare,13th & Locust,,,,Little Nonna's,,-75.16198817025744,Italian Restaurant,39.94796392396066,"1234 Locust St, Philadelphia, PA 19107",-75.16226,39.94816,1
851,150.0,Foursquare,Broad & Cherry,,,,Amuse at Le Meridien,,-75.16429148186037,French Restaurant,39.954303678615744,"1421 Arch St, Philadelphia, PA 19102",-75.16287,39.95511,4
850,373.0,Foursquare,Broad & Christian,,,,L'Anima,,-75.17119100000001,Italian Restaurant,39.939471000000005,"1001 S 17th St (Carpenter), Philadelphia, PA 19146",-75.16691,39.94019,3
825,116.0,Foursquare,Cresson & Levering,,,,Han Dynasty,,-75.22382460811681,Chinese Restaurant,40.0255810217567,"4356 Main St, Philadelphia, PA 19127",-75.22445,40.02651,7
826,94.0,Foursquare,Cresson & Levering,,,,Laxmi's Indian Grille,,-75.22554688762149,Indian Restaurant,40.026381441882044,"4425 Main St (at Carson St), Philadelphia, PA 19127",-75.22445,40.02651,7
827,158.0,Foursquare,10th & Chestnut,,,,Honeygrow,,-75.15823287895564,Salad Restaurant,39.950876736160026,"15 S 11th St, Philadelphia, PA 19107",-75.15672,39.95005,4
831,104.0,Foursquare,11th & Washington,,,,Nam Phuong Restaurant,,-75.1619692866496,Vietnamese Restaurant,39.93651337954465,"1100 Washington Ave (at 11th St), Philadelphia, PA 19147",-75.1612,39.93724,11
832,56.0,Foursquare,11th & Washington,,,,Le Viet,,-75.1611508483947,Vietnamese Restaurant,39.93774463385533,"1019 S 11th St (at Washington Ave), Philadelphia, PA 19147",-75.1612,39.93724,11
833,66.0,Foursquare,11th & Washington,,,,Viet Huong Restaurant,,-75.16187535689946,Vietnamese Restaurant,39.93694005369687,"1110 Washington Ave (at S 11th St), Philadelphia, PA 19147",-75.1612,39.93724,11
834,135.0,Foursquare,11th & Washington,,,,Pho 75,,-75.16278704877544,Vietnamese Restaurant,39.9372143987388,"1122 Washington Ave (btwn 11th St & 12th St), Philadelphia, PA 19147",-75.1612,39.93724,11
835,74.0,Foursquare,11th & Washington,,,,Ratchada,,-75.16140559681635,Thai Restaurant,39.936588872399085,"1117 S 11th St, Philadelphia, PA 19147",-75.1612,39.93724,11
836,150.0,Foursquare,11th & Washington,,,,Sky Cafe,,-75.16293716036692,Indonesian Restaurant,39.93701234513389,"1122-38 Washington Ave, Philadelphia, PA 19147",-75.1612,39.93724,11
838,323.0,Foursquare,42nd & Lancaster,,,,Irie Caribbean West Indian Cuisine,,-75.20490263784194,Caribbean Restaurant,39.96504808684384,"4091 Lancaster Ave, Philadelphia, PA 19104",-75.20799,39.96674,3
840,355.0,Foursquare,24th & Race SRT,,,,JG Domestic,,-75.182156459992,American Restaurant,39.95718574170839,"2929 Arch St, Philadelphia, PA 19104",-75.1782,39.95819,9
841,122.0,Foursquare,"Pennsylvania & Fairmount, Perelman Building",,,,Figs,,-75.17854186604552,Mediterranean Restaurant,39.96839401647117,"2501 Meredith St (25th Street), Philadelphia, PA 19130",-75.17952,39.96759,9
843,393.0,Foursquare,6th & Race,,,,La Colombe Coffee Roasters,,-75.15075758821155,Coffee Shop,39.95056267980895,"100 S Independence Mall West (at Market St), Philadelphia, PA 19106",-75.14983,39.95403,1
845,415.0,Foursquare,6th & Race,,,,La Locanda Del Ghiottone,,-75.14512461415435,Italian Restaurant,39.95304470547211,"130 N 3rd St (at Cherry St), Philadelphia, PA 19106",-75.14983,39.95403,1
847,148.0,Foursquare,Broad & Christian,,,,Chipotle Mexican Grill,,-75.16775132324646,Mexican Restaurant,39.93902286837372,"1000 S Broad St, Philadelphia, PA 19146",-75.16691,39.94019,3
848,227.0,Foursquare,Broad & Christian,,,,Starbucks,,-75.16696429034168,Coffee Shop,39.93814367595363,"1002 S Broad St (Washington Avenue), Philadelphia, PA 19146",-75.16691,39.94019,3
823,95.0,Foursquare,Cresson & Levering,,,,Volo Coffeehouse,,-75.223964,Coffee Shop,40.025735,"4360 Main St (at Levering St), Philadelphia, PA 19127",-75.22445,40.02651,7
910,87.0,Foursquare,17th & Locust,,,,Parc,,-75.170776,French Restaurant,39.949067,"227 S 18th St (at Locust St), Philadelphia, PA 19103",-75.16978,39.94888,17
912,162.0,Foursquare,17th & Locust,,,,Tequilas,,-75.16791786924912,Mexican Restaurant,39.94855143126962,"1602 Locust St (at 16th St), Philadelphia, PA 19103",-75.16978,39.94888,17
913,222.0,Foursquare,Broad & Federal,,,,Restaurant Taqueria El Jarocho,,-75.16484109459253,Mexican Restaurant,39.93648228480978,"1138 S 13th St (at Ellsworth St.), Philadelphia, PA 19147",-75.16711,39.93549,5
914,189.0,Foursquare,Broad & Federal,,,,ReAnimator Coffee,,-75.16597,Coffee Shop,39.934027,"1248 S Clarion St (Wharton St), Philadelphia, PA 19147",-75.16711,39.93549,5
917,433.0,Foursquare,Broad & Federal,,,,The Victor Cafe,,-75.1663265045386,Italian Restaurant,39.93163268258334,"1303 Dickinson St, Philadelphia, PA 19147",-75.16711,39.93549,5
918,78.0,Foursquare,27th & South,,,,Callahan's Grille,,-75.18385532234286,Dive Bar,39.94611366054649,"2615 South St, Philadelphia, PA 19146",-75.18475,39.94595,1
919,263.0,Foursquare,27th & South,,,,Rowhome Coffee,,-75.18253248026421,Coffee Shop,39.94760738312189,"2536 Pine St, Philadelphia, PA 19103",-75.18475,39.94595,1
922,157.0,Foursquare,"3rd & Wildey, Liberty Lands Park",,,,Poke Bowl,,-75.14059436553752,Poke Restaurant,39.96565635888703,"958 N 2nd St, Philadelphia, PA 19123",-75.14222,39.96634,13
925,218.0,Foursquare,"3rd & Wildey, Liberty Lands Park",,,,Cantina Dos Segundos,,-75.1405111980139,Mexican Restaurant,39.96487049573255,"931 N 2nd St, Philadelphia, PA 19123",-75.14222,39.96634,13
926,332.0,Foursquare,19th & Oregon,,,,McCusker's Tavern,,-75.17576779233993,Dive Bar,39.91856731912533,"2601 S 17th St, Philadelphia, PA 19145",-75.1796,39.918,2
927,310.0,Foursquare,19th & Oregon,,,,China House No.5,,-75.18316139034425,Chinese Restaurant,39.918608401248896,"2123 W Oregon Ave, Philadelphia, PA 19145",-75.1796,39.918,2
929,306.0,Foursquare,American & Oxford,,,,Que Chula Es Puebla,,-75.139082,Mexican Restaurant,39.972368,"1356 N 2nd St (at Master St), Philadelphia, PA 19122",-75.14006,39.97502,9
930,665.0,Foursquare,44th & Haverford,,,,Kaffa Crossing,,-75.21052270723752,Ethiopian Restaurant,39.95686570269632,"4421 Chestnut St, Philadelphia, PA 19104",-75.21185,39.96277,1
931,712.0,Foursquare,44th & Haverford,,,,Kilimandjaro,,-75.2089249938346,African Restaurant,39.95676607480428,"4301 Chestnut St (btwn S 44th & S 43rd St), Philadelphia, PA 19104",-75.21185,39.96277,1
933,391.0,Foursquare,"26th & Moore, Vare Recreation Center",,,,Bailey's,,-75.18855012583279,Bar,39.93422708767648,"1524 S Bailey St, Philadelphia, PA 19146",-75.18924,39.93074,8
911,73.0,Foursquare,17th & Locust,,,,Spice Finch,,-75.16906783720802,Mediterranean Restaurant,39.9492472507352,"220 S 17th St (at Chancellor St), Philadelphia, PA 19103",-75.16978,39.94888,17
909,42.0,Foursquare,17th & Locust,,,,Via Locusta,,-75.1702705,Italian Restaurant,39.9489379,"1723 Locust St, Philadelphia, PA 19103",-75.16978,39.94888,17
882,161.0,Foursquare,9th & Arch,,,,Oishii Poke,,-75.1561913482706,Poke Restaurant,39.95325279099334,"938 Arch St, Philadelphia, PA 19107",-75.1543,39.9534,2
908,20.0,Foursquare,17th & Locust,,,,Bluestone Lane,,-75.16956977088739,Café,39.94897046841233,"1701 Locust St (at S 17th St), Philadelphia, PA 19103",-75.16978,39.94888,17
883,180.0,Foursquare,9th & Arch,,,,QT Vietnamese Sandwich,,-75.156397939643,Vietnamese Restaurant,39.95319482483924,"48 N 10th St (btw Arch St & Filbert St), Philadelphia, PA 19107",-75.1543,39.9534,2
884,185.0,Foursquare,9th & Arch,,,,Spice C Hand Drawn Noodle House,,-75.15605049337238,Chinese Restaurant,39.95439581127642,"131 N 10th St, Philadelphia, PA 19107",-75.1543,39.9534,2
885,179.0,Foursquare,9th & Arch,,,,Penang Malaysian Cuisine,,-75.15619877889196,Malay Restaurant,39.95409244667953,"117 N 10th St (btwn Arch & Cherry St), Philadelphia, PA 19107",-75.1543,39.9534,2
886,209.0,Foursquare,9th & Arch,,,,Ting Wong,,-75.15603030152103,Chinese Restaurant,39.95474572169273,"138 N 10th St (at Arch St), Philadelphia, PA 19107",-75.1543,39.9534,2
888,144.0,Foursquare,9th & Locust,,,,Kanella,,-75.15794330039307,Greek Restaurant,39.94626186730036,"1001 Spruce St, Philadelphia, PA 19107",-75.15695,39.94732,1
889,211.0,Foursquare,9th & Locust,,,,Strangelove's,,-75.15921114232788,Sports Bar,39.94810652500849,"216 S 11th St (btwn Walnut St & Locust St), Philadelphia, PA 19107",-75.15695,39.94732,1
